principio_ativo_limpo,categoria_terapeutica,total_produtos_registrados,produtos_principais,empresas_principais,popularidade_mercado,diversidade_formulacoes,texto_completo_busca,texto_resumo_busca
Alfasimoctocogue,Outros,1,Nuwiq,02552927000160 - OCTAPHARMA BRASIL LTDA,baixa,baixa,Medicamento: Alfasimoctocogue | Principio Ativo:  ALFASIMOCTOCOGUE | Classe Terapeutica: ANTI-HEMORRAGICOS | Categoria: Outros | Produtos Comerciais: Nuwiq | Total de Produtos: 1,Alfasimoctocogue - Outros
Nivolumabe,Outros,1,OPDIVO,56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,baixa,baixa,Medicamento: Nivolumabe | Principio Ativo: NIVOLUMABE | Classe Terapeutica: ANTINEOPLASICO | Categoria: Outros | Produtos Comerciais: OPDIVO | Total de Produtos: 1,Nivolumabe - Outros
Noretisterona,Outros,2,NORESTIN; NORETISTERONA,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,baixa,baixa,Medicamento: Noretisterona | Principio Ativo: NORETISTERONA | Classe Terapeutica: ANTICONCEPCIONAIS | Categoria: Outros | Produtos Comerciais: NORESTIN; NORETISTERONA | Total de Produtos: 2,Noretisterona - Outros
Norfloxacino,Antibiotico,30,ANDROFLOXIN; FLOX; FLOXAMOX,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A; 61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA; 92265552000140 - MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,alta,alta,Medicamento: Norfloxacino | Principio Ativo: NORFLOXACINO | Classe Terapeutica: ANTIBIOTICOS SISTEMICOS SIMPLES | Categoria: Antibiotico | Produtos Comerciais: ANDROFLOXIN; FLOX; FLOXAMOX | Total de Produtos: 30,Norfloxacino - Antibiotico
Nusinersena,Outros,1,Spinraza,07986222000174 - BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA,baixa,baixa,Medicamento: Nusinersena | Principio Ativo: NUSINERSENA | Classe Terapeutica: OUTROS MEDICAMENTOS PARA TRANSTORNOS DO SISTEMA MÚSCULO-ESQUELÉTICO | Categoria: Outros | Produtos Comerciais: Spinraza | Total de Produtos: 1,Nusinersena - Outros
Obinutuzumabe,Outros,1,GAZYVA,33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,baixa,baixa,Medicamento: Obinutuzumabe | Principio Ativo: OBINUTUZUMABE | Classe Terapeutica: ANTINEOPLASICO | Categoria: Outros | Produtos Comerciais: GAZYVA | Total de Produtos: 1,Obinutuzumabe - Outros
Ocitocina,Outros,3,OCITOCINA; OXITON; SYNTOCINON,58430828000160 - BLAU FARMACÊUTICA S.A.; 60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A; 11643096000122 - MYLAN LABORATORIOS LTDA,baixa,media,Medicamento: Ocitocina | Principio Ativo: OCITOCINA | Classe Terapeutica: OCITOCICOS HORMONAIS | Categoria: Outros | Produtos Comerciais: OCITOCINA; OXITON; SYNTOCINON | Total de Produtos: 3,Ocitocina - Outros
Ocrelizumabe,Outros,1,OCREVUS,33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,baixa,baixa,Medicamento: Ocrelizumabe | Principio Ativo: OCRELIZUMABE | Classe Terapeutica: IMUNOSSUPRESSORES SELETIVOS | Categoria: Outros | Produtos Comerciais: OCREVUS | Total de Produtos: 1,Ocrelizumabe - Outros
Octreotato Tetraxetana (177 Lu),Outros,1,DOT-IPEN-177,00402552000126 - COMISSAO NACIONAL DE ENERGIA NUCLEAR,baixa,baixa,Medicamento: Octreotato Tetraxetana (177 Lu) | Principio Ativo: OCTREOTATO TETRAXETANA (177  LU) | Classe Terapeutica: OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF | Categoria: Outros | Produtos Comerciais: DOT-IPEN-177 | Total de Produtos: 1,Octreotato Tetraxetana (177 Lu) - Outros
Octreotida Nota Aluminio (18 F),Não Classificado,0,Gallium-68,09240065000340 - R2 SOLUÇÕES EM RADIOFARMÁCIA,baixa,baixa,Medicamento: Octreotida Nota Aluminio (18 F) | Principio Ativo: OCTREOTIDA NOTA ALUMÍNIO (18 F) | Classe Terapeutica: None | Categoria: Não Classificado | Produtos Comerciais: Gallium-68 | Total de Produtos: 0,Octreotida Nota Aluminio (18 F) - Não Classificado
Odevixibate Sesqui-Hidratado,Outros,1,BYLVAY,07718721000180 - BEAUFOUR IPSEN FARMACÊUTICA LTDA,baixa,baixa,Medicamento: Odevixibate Sesqui-Hidratado | Principio Ativo: ODEVIXIBATE SESQUI-HIDRATADO | Classe Terapeutica: TERAPIA BILIAR | Categoria: Outros | Produtos Comerciais: BYLVAY | Total de Produtos: 1,Odevixibate Sesqui-Hidratado - Outros
Ofatumumabe,Outros,1,KESIMPTA,56994502000130 - NOVARTIS BIOCIENCIAS S.A,baixa,baixa,Medicamento: Ofatumumabe | Principio Ativo: OFATUMUMABE | Classe Terapeutica: IMUNOSSUPRESSORES SELETIVOS | Categoria: Outros | Produtos Comerciais: KESIMPTA | Total de Produtos: 1,Ofatumumabe - Outros
Ofloxacino,Antibiotico,9,FLOXINA; LFM - OFLOXACINO; NOSTIL,44010437000181 - CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA; 00394502007157 - LABORATÓRIO FARMACÊUTICO DA MARINHA; 44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,media,alta,Medicamento: Ofloxacino | Principio Ativo: OFLOXACINO | Classe Terapeutica: ANTIBIOTICOS SISTEMICOS SIMPLES | Categoria: Antibiotico | Produtos Comerciais: FLOXINA; LFM - OFLOXACINO; NOSTIL | Total de Produtos: 9,Ofloxacino - Antibiotico
Olanzapina,Outros,33,AXONIUM; CRISAPINA; LYZAPIL,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A; 44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.; 03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,alta,alta,Medicamento: Olanzapina | Principio Ativo: OLANZAPINA | Classe Terapeutica: ANTIPSICOTICOS | Categoria: Outros | Produtos Comerciais: AXONIUM; CRISAPINA; LYZAPIL | Total de Produtos: 33,Olanzapina - Outros
Olaparibe,Outros,2,Lynparza; Lynparza comprimidos,60318797000100 - ASTRAZENECA DO BRASIL LTDA,baixa,baixa,Medicamento: Olaparibe | Principio Ativo: OLAPARIBE | Classe Terapeutica: OUTROS AGENTES ANTINEOPLÁSICOS | Categoria: Outros | Produtos Comerciais: Lynparza; Lynparza comprimidos | Total de Produtos: 2,Olaparibe - Outros
Oleato De Monoetanolamina,Outros,1,ETHAMOLIN,33349473000158 - FARMOQUÍMICA S/A,baixa,baixa,Medicamento: Oleato De Monoetanolamina | Principio Ativo: OLEATO DE MONOETANOLAMINA | Classe Terapeutica: ESCLEROSANTES E COAGULANTES | Categoria: Outros | Produtos Comerciais: ETHAMOLIN | Total de Produtos: 1,Oleato De Monoetanolamina - Outros
Oligossacarideo Meningococico A Proteina Difterica Crm 197 Oligossacarideo Meningococico Do Grupo C Oligossacarideo Meningococico W135 Oligossacarideo Meningococico Y,Outros,2,VACINA MENINGOCÓCICA ACWY (CONJUGADA),33781055000135 - FUNDAÇÃO OSWALDO CRUZ; 17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,baixa,baixa,Medicamento: Oligossacarideo Meningococico A Proteina Difterica Crm 197 Oligossacarideo Meningococico Do Grupo C Oligossacarideo Meningococico W135 Oligossacarideo Meningococico Y | Principio Ativo: OLIGOSSACARÍDEO MENINGOCÓCICO A +  PROTEÍNA DIFTÉRICA CRM 197 +  OLIGOSSACARÍDEO MENINGOCÓCICO DO GRUPO C +  OLIGOSSACARÍDEO MENINGOCÓCICO W135 +  OLIGOSSACARÍDEO MENINGOCÓCICO Y | Classe Terapeutica: VACINAS | Categoria: Outros | Produtos Comerciais: VACINA MENINGOCÓCICA ACWY (CONJUGADA) | Total de Produtos: 2,Oligossacarideo Meningococico A Proteina Difterica Crm 197 Oligossacarideo Meningococico Do Grupo C Oligossacarideo Meningococico W135 Oligossacarideo Meningococico Y - Outros
Oligossacarideo Meningococico Do Grupo C,Outros,1,VACINA ADSORVIDA MENINGOCÓCICA C (CONJUGADA),17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,baixa,baixa,Medicamento: Oligossacarideo Meningococico Do Grupo C | Principio Ativo: OLIGOSSACARÍDEO MENINGOCÓCICO DO GRUPO C | Classe Terapeutica: VACINAS | Categoria: Outros | Produtos Comerciais: VACINA ADSORVIDA MENINGOCÓCICA C (CONJUGADA) | Total de Produtos: 1,Oligossacarideo Meningococico Do Grupo C - Outros
Oligossacarideo Meningococico Do Grupo C Oligossacarideo Meningococico A Oligossacarideo Meningococico W135 Oligossacarideo Meningococico Y,Outros,1,Menveo,33247743000110 - GLAXOSMITHKLINE BRASIL LTDA,baixa,baixa,Medicamento: Oligossacarideo Meningococico Do Grupo C Oligossacarideo Meningococico A Oligossacarideo Meningococico W135 Oligossacarideo Meningococico Y | Principio Ativo: OLIGOSSACARÍDEO MENINGOCÓCICO DO GRUPO C +  OLIGOSSACARÍDEO MENINGOCÓCICO A +  OLIGOSSACARÍDEO MENINGOCÓCICO W135 +  OLIGOSSACARÍDEO MENINGOCÓCICO Y | Classe Terapeutica: VACINAS | Categoria: Outros | Produtos Comerciais: Menveo | Total de Produtos: 1,Oligossacarideo Meningococico Do Grupo C Oligossacarideo Meningococico A Oligossacarideo Meningococico W135 Oligossacarideo Meningococico Y - Outros
Oligossacarideo Meningococico Do Grupo C Proteina Carreadora,Outros,1,MENJUGATE,33247743000110 - GLAXOSMITHKLINE BRASIL LTDA,baixa,baixa,Medicamento: Oligossacarideo Meningococico Do Grupo C Proteina Carreadora | Principio Ativo: OLIGOSSACARÍDEO MENINGOCÓCICO DO GRUPO C +  PROTEÍNA CARREADORA | Classe Terapeutica: VACINAS | Categoria: Outros | Produtos Comerciais: MENJUGATE | Total de Produtos: 1,Oligossacarideo Meningococico Do Grupo C Proteina Carreadora - Outros
Olmesartana Medoxomila,Outros,26,ASEA; BENICAR; FLUXOCOR,43312503000105 - SUPERA FARMA LABORATÓRIOS S.A; 60874187000184 - DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA; 10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,alta,alta,Medicamento: Olmesartana Medoxomila | Principio Ativo: OLMESARTANA MEDOXOMILA | Classe Terapeutica: ANTI-HIPERTENSIVOS | Categoria: Outros | Produtos Comerciais: ASEA; BENICAR; FLUXOCOR | Total de Produtos: 26,Olmesartana Medoxomila - Outros
Olmesartana Medoxomila Besilato De Anlodipino,Outros,3,OLMESIP; olmesartana medoxomila + besilato de anlodipino; OLZICAR ANLO,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA; 05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A; 61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,baixa,media,Medicamento: Olmesartana Medoxomila Besilato De Anlodipino | Principio Ativo: OLMESARTANA MEDOXOMILA +  BESILATO DE ANLODIPINO | Classe Terapeutica: ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS | Categoria: Outros | Produtos Comerciais: OLMESIP; olmesartana medoxomila + besilato de anlodipino; OLZICAR ANLO | Total de Produtos: 3,Olmesartana Medoxomila Besilato De Anlodipino - Outros
Olmesartana Medoxomila Hidroclorotiazida,Outros,3,HIPOXOMIL HCT; olmesartana medoxomila+hidroclorotiazida; OLMECOR HCT,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA; 33078528000132 - TORRENT DO BRASIL LTDA,baixa,media,Medicamento: Olmesartana Medoxomila Hidroclorotiazida | Principio Ativo: OLMESARTANA MEDOXOMILA +  HIDROCLOROTIAZIDA | Classe Terapeutica: ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS | Categoria: Outros | Produtos Comerciais: HIPOXOMIL HCT; olmesartana medoxomila+hidroclorotiazida; OLMECOR HCT | Total de Produtos: 3,Olmesartana Medoxomila Hidroclorotiazida - Outros
Olopatadina,Outros,2,LODINA; VISODINA,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.; 05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,baixa,baixa,Medicamento: Olopatadina | Principio Ativo: OLOPATADINA | Classe Terapeutica: MEDICAMENTOS COM ACAO NO APARELHO VISUAL | Categoria: Outros | Produtos Comerciais: LODINA; VISODINA | Total de Produtos: 2,Olopatadina - Outros
Omalizumabe,Outros,1,XOLAIR,56994502000130 - NOVARTIS BIOCIENCIAS S.A,baixa,baixa,Medicamento: Omalizumabe | Principio Ativo: OMALIZUMABE | Classe Terapeutica: OUTROS ANTIALERGICOS | Categoria: Outros | Produtos Comerciais: XOLAIR | Total de Produtos: 1,Omalizumabe - Outros
Omeprazol,Outros,36,ELPRAZOL; EUPEPT; GASTRIUM,02501297000102 - PHARLAB INDÚSTRIA FARMACÊUTICA S.A.; 17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA; 60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,alta,alta,Medicamento: Omeprazol | Principio Ativo: OMEPRAZOL | Classe Terapeutica: ANTIULCEROSOS | Categoria: Outros | Produtos Comerciais: ELPRAZOL; EUPEPT; GASTRIUM | Total de Produtos: 36,Omeprazol - Outros
Omeprazol Omeprazol Sodico,Outros,3,STOMEDINI; UNIPRAZOL; omeprazol,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,baixa,media,Medicamento: Omeprazol Omeprazol Sodico | Principio Ativo: OMEPRAZOL +  OMEPRAZOL SÓDICO | Classe Terapeutica: ANTIACIDOS E ANTIULCEROSOS SIMPLES | Categoria: Outros | Produtos Comerciais: STOMEDINI; UNIPRAZOL; omeprazol | Total de Produtos: 3,Omeprazol Omeprazol Sodico - Outros
Omeprazol Magnesico,Outros,2,LOSEC,60318797000100 - ASTRAZENECA DO BRASIL LTDA; 31327287000192 - BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA,baixa,baixa,Medicamento: Omeprazol Magnesico | Principio Ativo: OMEPRAZOL MAGNÉSICO | Classe Terapeutica: ANTIULCEROSOS | Categoria: Outros | Produtos Comerciais: LOSEC | Total de Produtos: 2,Omeprazol Magnesico - Outros
Omeprazol Microgranulados,Outros,2,ESTOMADEFENS; OMEPRAZOL,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.; 05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,baixa,baixa,Medicamento: Omeprazol Microgranulados | Principio Ativo: OMEPRAZOL MICROGRANULADOS | Classe Terapeutica: ANTIULCEROSOS | Categoria: Outros | Produtos Comerciais: ESTOMADEFENS; OMEPRAZOL | Total de Produtos: 2,Omeprazol Microgranulados - Outros
Omeprazol Sodico,Outros,5,OMEPRAZOL; OMEPRAZOL SÓDICO; OPRAZON,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.; 61190096000192 - EUROFARMA LABORATÓRIOS S.A.; 58430828000160 - BLAU FARMACÊUTICA S.A.,media,media,Medicamento: Omeprazol Sodico | Principio Ativo: OMEPRAZOL SÓDICO | Classe Terapeutica: ANTIULCEROSOS | Categoria: Outros | Produtos Comerciais: OMEPRAZOL; OMEPRAZOL SÓDICO; OPRAZON | Total de Produtos: 5,Omeprazol Sodico - Outros
Onasemnogeno Abeparvoveque,Outros,1,Zolgensma,56994502000130 - NOVARTIS BIOCIENCIAS S.A,baixa,baixa,Medicamento: Onasemnogeno Abeparvoveque | Principio Ativo: ONASEMNOGENO ABEPARVOVEQUE | Classe Terapeutica: OUTROS MEDICAMENTOS PARA TRANSTORNOS DO SISTEMA MÚSCULO-ESQUELÉTICO | Categoria: Outros | Produtos Comerciais: Zolgensma | Total de Produtos: 1,Onasemnogeno Abeparvoveque - Outros
Ondansetrona,Outros,3,ONDIF; ONO; ondansetrona,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.; 05035244000123 - SUN FARMACÊUTICA DO BRASIL LTDA; 73663650000190 - RANBAXY FARMACÊUTICA LTDA,baixa,media,Medicamento: Ondansetrona | Principio Ativo: ONDANSETRONA | Classe Terapeutica: ANTIEMETICOS E ANTINAUSEANTES | Categoria: Outros | Produtos Comerciais: ONDIF; ONO; ondansetrona | Total de Produtos: 3,Ondansetrona - Outros
Operculina Alata (Ham.) Urb.,Outros,1,TINTURA DE JALAPA SOBRAL,06597801000162 - THEODORO F SOBRAL & CIA LTDA,baixa,baixa,Medicamento: Operculina Alata (Ham.) Urb. | Principio Ativo: OPERCULINA ALATA (HAM.) URB. | Classe Terapeutica: FITOTERAPICO SIMPLES + LAXANTES | Categoria: Outros | Produtos Comerciais: TINTURA DE JALAPA SOBRAL | Total de Produtos: 1,Operculina Alata (Ham.) Urb. - Outros
Orlistate,Outros,27,CORPORE; LIPIBLOCK; LIPOCLIN,61190096000192 - EUROFARMA LABORATÓRIOS S.A.; 45992062000165 - GERMED FARMACEUTICA LTDA; 61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,alta,alta,Medicamento: Orlistate | Principio Ativo: ORLISTATE | Classe Terapeutica: ORLISTATE | Categoria: Outros | Produtos Comerciais: CORPORE; LIPIBLOCK; LIPOCLIN | Total de Produtos: 27,Orlistate - Outros
Oryza Sativa L.,Outros,1,MONALESS,60726692000181 - MARJAN INDÚSTRIA E COMÉRCIO LTDA,baixa,baixa,Medicamento: Oryza Sativa L. | Principio Ativo: ORYZA SATIVA L. | Classe Terapeutica: ANTILIPEMICOS + FITOTERAPICO SIMPLES | Categoria: Outros | Produtos Comerciais: MONALESS | Total de Produtos: 1,Oryza Sativa L. - Outros
Oxacilina Sodica,Antibiotico,9,OXACILIL; OXACILINA SODICA; OXACILINA SÓDICA,49324221000104 - FRESENIUS KABI BRASIL LTDA; 52208733000110 - LABORATÓRIO ITAFARMA LTDA; 17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,media,alta,Medicamento: Oxacilina Sodica | Principio Ativo: OXACILINA SÓDICA | Classe Terapeutica: ANTIBIOTICOS SISTEMICOS SIMPLES | Categoria: Antibiotico | Produtos Comerciais: OXACILIL; OXACILINA SODICA; OXACILINA SÓDICA | Total de Produtos: 9,Oxacilina Sodica - Antibiotico
Oxalato De Escitalopram,Sistema Nervoso,49,DECIPRAX; EFICENTUS; ESC,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.; 10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.; 61190096000192 - EUROFARMA LABORATÓRIOS S.A.,alta,alta,Medicamento: Oxalato De Escitalopram | Principio Ativo: OXALATO DE ESCITALOPRAM | Classe Terapeutica: ANTIDEPRESSIVOS | Categoria: Sistema Nervoso | Produtos Comerciais: DECIPRAX; EFICENTUS; ESC | Total de Produtos: 49,Oxalato De Escitalopram - Sistema Nervoso
Oxaliplatina,Outros,19,BIOEZULEN; COLLECTRO; ELOXATIN,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A; 11643096000122 - MYLAN LABORATORIOS LTDA; 10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,alta,alta,Medicamento: Oxaliplatina | Principio Ativo: OXALIPLATINA | Classe Terapeutica: CITOSTATICOS ALQUILANTES | Categoria: Outros | Produtos Comerciais: BIOEZULEN; COLLECTRO; ELOXATIN | Total de Produtos: 19,Oxaliplatina - Outros
Oxamniquina,Outros,1,OXAMIXIL,33019548000132 - SILVESTRE LABS QUÍMICA E FARMACÊUTICA LTDA,baixa,baixa,Medicamento: Oxamniquina | Principio Ativo: OXAMNIQUINA | Classe Terapeutica: ANTIPARASITARIOS | Categoria: Outros | Produtos Comerciais: OXAMIXIL | Total de Produtos: 1,Oxamniquina - Outros
Oxcarbazepina,Outros,7,OLEPTAL; OXCARB; OXCARBAZEPINA,33078528000132 - TORRENT DO BRASIL LTDA; 60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A; 10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,media,alta,Medicamento: Oxcarbazepina | Principio Ativo: OXCARBAZEPINA | Classe Terapeutica: ANTICONVULSIVANTES | Categoria: Outros | Produtos Comerciais: OLEPTAL; OXCARB; OXCARBAZEPINA | Total de Produtos: 7,Oxcarbazepina - Outros
Paclitaxel,Outros,22,AKSSUS; Abraxane; EVOTAXEL,61282661000141 - LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA; 68949239000146 - UNITED MEDICAL LTDA; 58635830000175 - FARMARIN INDUSTRIA E COMERCIO LTDA,alta,alta,Medicamento: Paclitaxel | Principio Ativo: PACLITAXEL | Classe Terapeutica: ANTINEOPLASICO | Categoria: Outros | Produtos Comerciais: AKSSUS; Abraxane; EVOTAXEL | Total de Produtos: 22,Paclitaxel - Outros
Palbociclibe,Outros,4,Ibrance; AGATHA; palbociclibe,61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA; 61072393000133 - PFIZER BRASIL LTDA; 03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,baixa,media,Medicamento: Palbociclibe | Principio Ativo: PALBOCICLIBE | Classe Terapeutica: ANTINEOPLASICO | Categoria: Outros | Produtos Comerciais: Ibrance; AGATHA; palbociclibe | Total de Produtos: 4,Palbociclibe - Outros
Paliperidona,Outros,1,INVEGA,51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA,baixa,baixa,Medicamento: Paliperidona | Principio Ativo: PALIPERIDONA | Classe Terapeutica: NEUROLEPTICOS | Categoria: Outros | Produtos Comerciais: INVEGA | Total de Produtos: 1,Paliperidona - Outros
Palivizumabe,Respiratorio,1,SYNAGIS,60318797000100 - ASTRAZENECA DO BRASIL LTDA,baixa,baixa,Medicamento: Palivizumabe | Principio Ativo: PALIVIZUMABE | Classe Terapeutica: PRODUTO PARA O APARELHO RESPIRATORIO | Categoria: Respiratorio | Produtos Comerciais: SYNAGIS | Total de Produtos: 1,Palivizumabe - Respiratorio
Palmitato De Paliperidona,Outros,2,INVEGA; palmitato de paliperidona,51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA; 55980684000127 - ADIUM S.A.,baixa,baixa,Medicamento: Palmitato De Paliperidona | Principio Ativo: PALMITATO DE PALIPERIDONA | Classe Terapeutica: NEUROLEPTICOS | Categoria: Outros | Produtos Comerciais: INVEGA; palmitato de paliperidona | Total de Produtos: 2,Palmitato De Paliperidona - Outros
Palmitato De Retinol,Vitaminas,1,FAR-MANGUINHOS VITAMINA A,33781055000135 - FUNDAÇÃO OSWALDO CRUZ,baixa,baixa,Medicamento: Palmitato De Retinol | Principio Ativo: PALMITATO DE RETINOL | Classe Terapeutica: VITAMINAS E SUPLEMENTOS MINERAIS | Categoria: Vitaminas | Produtos Comerciais: FAR-MANGUINHOS VITAMINA A | Total de Produtos: 1,Palmitato De Retinol - Vitaminas
Pamidronato Dissodico,Outros,2,MELIDRONATO; PAMIDROM,18268051000164 - CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA; 44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,baixa,baixa,Medicamento: Pamidronato Dissodico | Principio Ativo: PAMIDRONATO DISSÓDICO | Classe Terapeutica: SUPRESSORES DA REABSORCAO OSSEA | Categoria: Outros | Produtos Comerciais: MELIDRONATO; PAMIDROM | Total de Produtos: 2,Pamidronato Dissodico - Outros
Pamoato De Pasireotida,Analgesico,1,Signifor LP,53056057000179 - RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA - ME,baixa,baixa,Medicamento: Pamoato De Pasireotida | Principio Ativo: PAMOATO DE PASIREOTIDA | Classe Terapeutica: INIBIDORES DOS HORMÔNIOS DE CRESCIMENTO | Categoria: Analgesico | Produtos Comerciais: Signifor LP | Total de Produtos: 1,Pamoato De Pasireotida - Analgesico
Pamoato De Pirvinio,Gastrointestinal,1,PYR-PAM,48396378000182 - UCI - FARMA INDÚSTRIA FARMACÊUTICA LTDA,baixa,baixa,Medicamento: Pamoato De Pirvinio | Principio Ativo: PAMOATO DE PIRVÍNIO | Classe Terapeutica: ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL | Categoria: Gastrointestinal | Produtos Comerciais: PYR-PAM | Total de Produtos: 1,Pamoato De Pirvinio - Gastrointestinal
Panax Ginseng C. A. Mey.,Outros,4,BIOSENG; FINEST EG; GINSENG BIONATUS,02456955000183 - NATULAB LABORATÓRIO S.A; 25773037000183 - PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A; 68032192000151 - BIONATUS LABORATÓRIO BOTÂNICO LTDA,baixa,media,Medicamento: Panax Ginseng C. A. Mey. | Principio Ativo: PANAX GINSENG C. A. MEY. | Classe Terapeutica: PSICOANALETICOS | Categoria: Outros | Produtos Comerciais: BIOSENG; FINEST EG; GINSENG BIONATUS | Total de Produtos: 4,Panax Ginseng C. A. Mey. - Outros
Pancreatina,Outros,2,CREON; SUPRENZ,56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA; 68949239000146 - UNITED MEDICAL LTDA,baixa,baixa,Medicamento: Pancreatina | Principio Ativo: PANCREATINA | Classe Terapeutica: ENZIMAS DIGESTIVAS | Categoria: Outros | Produtos Comerciais: CREON; SUPRENZ | Total de Produtos: 2,Pancreatina - Outros
Panitumumabe,Outros,1,VECTIBIX,18774815000193 - AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,baixa,baixa,Medicamento: Panitumumabe | Principio Ativo: PANITUMUMABE | Classe Terapeutica: ANTINEOPLASICO | Categoria: Outros | Produtos Comerciais: VECTIBIX | Total de Produtos: 1,Panitumumabe - Outros
Pantoprazol,Outros,6,ADIPEPT; PROTTON; Pantoprazol,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A; 64171697000146 - ACCORD FARMACÊUTICA LTDA; 17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,media,alta,Medicamento: Pantoprazol | Principio Ativo: PANTOPRAZOL | Classe Terapeutica: ANTIACIDOS E ANTIULCEROSOS | Categoria: Outros | Produtos Comerciais: ADIPEPT; PROTTON; Pantoprazol | Total de Produtos: 6,Pantoprazol - Outros
Pantoprazol Magnesico Di-Hidratado,Outros,8,DIVENA; INILOK; PANTOPRAZOL MAGNÉSICO DIIDRATADO,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A; 62462015000129 - APSEN FARMACEUTICA S/A; 57507378000365 - EMS S/A,media,alta,Medicamento: Pantoprazol Magnesico Di-Hidratado | Principio Ativo: PANTOPRAZOL MAGNÉSICO DI-HIDRATADO | Classe Terapeutica: ANTIACIDOS E ANTIULCEROSOS SIMPLES | Categoria: Outros | Produtos Comerciais: DIVENA; INILOK; PANTOPRAZOL MAGNÉSICO DIIDRATADO | Total de Produtos: 8,Pantoprazol Magnesico Di-Hidratado - Outros
